rating,title,review,country,date
5,Best looking,"These are the best looking masks I've owned so far. It's hard to believe that these are disposable masks because they look so good. I like how these are still disposable and are three ply to keep away the viruses. There are no weird smell in the fit is pretty good. A typical problem with masks is the nose area having gaps. With this metal nose strip, I'm able to maintain a good seal and it doesn't fog up my glasses.",US,2020-12-20
5,Thick Masks,These masks feel thicker and higher quality than others that I've used. I recently watched an interview with a top doctor who advised wearing 3 layer surgical masks over cloth masks to better protect against infection and the spread of Covid 19. I feel much safer with these masks than I do with thin cotton cloth ones. I did the match test and this mask passed.,US,2020-12-02
5,Nice change of pace,"We have tons of washable masks, but honestly we just find the disposable easier. I like that these are a change of pace from the blue medical looking ones and hubby and I both wear a lot of navy blue. Comfortable as any of them have been. Has the nose clamp for a better fit. Fits me and my giant headed husband well.
I don't like that it's advertised as for men...",US,2020-12-03
4,Great,"I like these masks. They are much softer than the other disposable ones we have been using. They also fit both my husband and I fitting different face sizes. I am horrible with wearing a mask and washing it, so we like having these on hand to wear and toss. They also look better than the standard light blue ones.",US,2020-11-30
5,"Comfortable, Soft, No odors","These are soft, comfortable, and stay in place pretty well. My beard catches the bottom and pulls it down a little bit over time, but my girlfriend has no such problem. She can wear this for a few hours as a dance instructor and it helped with her glasses not fogging and stayed in place. Plus, they just look nice!",US,2020-12-05
4,Adorable,"The color of thee masks is a muted rose, not what is shown in the photograph. But they are still adorable.

I also like that these are bigger than many masks. It is sometimes hard to keep masks up when they are a little short. But these masks fit comfortably and stay in place.",US,2020-12-08
4,Nice basic masks,First the color displayed is much brighter than the actual product. It is still attractive but more understated. The masks are comfortable and the fit is about average overall. I personally prefer a bit more ear elastic but that is very much an individual taste.,US,2021-01-23
5,Just right for my dad,I really like the look of these masks. The dark blue color looks very nice! The design looks good! They are just right for my dad and looks so much better than the standard white facial masks. I like that they have layers of filtration as well.,US,2020-12-06
5,Nice,"Nice masks! Super comfy. Cute design too. Really good for an office or at home if you have someone come over without a mask. you can have these on hand for them to use, without looking too medical with regular white/blue masks.",US,2020-11-29
5,good looking and handy,"This 50 pack comes in smaller packs of 10 inside the box so we have stuck a pack of 10 inside each car and then in work bags and purses so we are never without a mask. They are good looking, too. No complaints.",US,2020-12-07
5,Nice Masks!,Hubby liked this mask and the fit was perfect for him. He is a smaller man so I do believe if a larger man tried these they might be a bit tight. Tim does have a beard and the mask encompasses this also on him.,US,2020-12-03
5,pretty in pink,These masks are well packed and labeled. The ear-loops hold well and the nose bridge holds its shape. My mother likes the pretty pink and they fit her face very well and comfortably.,US,2021-01-04
5,Great masks for kids,These fit both our 5 and 13 year old comfortably. They are definitely smaller than the adult masks. Great for right now since they have to wear them in schools.,US,2020-10-16
5,Good Masks,"These masks pass the “candle test”. These masks do not have a smell to them as I’ve seen people comment on other masks on Amazon.
They have a nose wire as well. I will definitely be buying more.",Canada,2020-07-14
5,Good product,"These masks are great ,comfortable to wear. The fit is good, also have a metal wire for the nose. Bit of an oder when you first put them on seems to go away fast, but you'll notice it. Seem professionally made, or made to that standard. Elastics are excellent, the mask itself has plenty of size to cover nose, mouth and chin. There are three layers, easy to breath through though and light weight. These are well worth the dollar a piece I paid for them and they arrived quickly.",Canada,2020-07-06
5,Same as what was issued to me in the hospital,"These masks are absolutely identical to the ones which I was given in the hospital to use there. So I'm very satisfied and I used my first new one today at the hair dressing salon. I felt safe and so did my hair dresser who was wearing something similar. They are relatively comfortable and not too heavy or bulky. I can breath fairly well in it and we were sitting by an open window which helped. I go to very few places but I always wear a mask when out in public and at home if someone comes over like an electrician or plumber, both of whom we had in recently. Now I have a box of masks so I can give one to anyone coming in who doesn't have one. No excuses.",Canada,2020-09-01
5,canada no 1 quality mask,Second time buy this brand mask. high quality with resonable price. recommanded.,Canada,2020-06-30
4,Good but not the best.,"Good quality, I am sure it is a level one mask. Water can not go through the first color layer. I tried to burn the second layer and it is good meltdown nonwoven. The aluminum piece is the weak point. I will give 5 stars if it is a bit thicker and half inch longer.
The meltdown fabric in the middle layer can be hung on the palm because it is electrostatically charged and is able to capture very fine particle.",Canada,2020-07-18
